,title,text,subject,date,class
47, Trump Gets An Epic F**ck You From Britain Over His White Supremacist Retweets,"Donald Trump has a white supremacy problem, and now it is causing Great Britain, America s closest ally, to rebuke him in an historically public way. After Trump retweeted the leader of Britain First, a fascist white nationalist group, Prime Minister Theresa May decided she had had enough. She publicly criticized Trump, and made it clear that she in no way approved of his identifying with Britain First. May said of Trump s tweets: The fact that we work together does not mean that we re afraid to say when we think the United States has got it wrong, and be very clear with them. And I m very clear that retweeting from Britain First was the wrong thing to do. May went on to call Britain First a  hateful organization  that has caused division in her nation. Now, it seems that a so-called  working visit  that had been planned soon for Trump in Britain will now be cancelled.Trump, of course, instead of trying to patch things up in the  special relationship  that has always existed between the United States and Great Britain, decided to attack the Prime Minister of our closest and most important ally   again, of course, via Twitter:.@Theresa_May, don t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine!  Donald J. Trump (@realDonaldTrump) November 30, 2017Donald Trump is an absolute disgrace. He is shredding America s international relationships, and painting us as a country full of bigoted, knuckle-dragging morons in front of the entire world. No matter who cancelled the visit to the UK for Trump, they were right to do so. The UK s citizens are right to be outraged that this buffoon was set to come to their great nation. Now, if only we Americans could get rid of him in the same way. We can hope.Featured image via Thomas Lohnes/Getty Images",News,"December 1, 2017",0
48, This Hilarious Campaign Ad Shows Voters How They Can Avoid Scandalous Elected Officials,"In Michigan, the upcoming election in 2018 presents voters with an interesting option: They could, for the first time, have an all-female  ticket  for every major office being contested. Senator Debbie Stabenow is up for re-election, and odds are good that the nominees for Governor, Attorney General, and Secretary of State will all be women.At least one of those candidates thinks that s a very good thing. Democratic candidate for AG Dana Nessel has produced a campaign ad that capitalizes on the benefits of being female when it comes to running for public office. Namely, the fact that she doesn t have a d*ck to wave at every passerby.With the wave of allegations over the last few weeks, beginning with the outing of movie mogul Harvey Weinstein as a total pervert and a sexual predator, it seems like everywhere you look there s someone else being ousted from their position or job for having at least acted like a pig   and in some cases the allegations are even worse.Of course, not everyone is suffering from the paradigm shift that has stoked bravery in women across America and around the world. The highest office in the country is, of course, occupied by a man who s been accused by at least 19 women of everything from sexual harassment to actual inappropriate physical touching. And the open US Senate seat in Alabama is currently being contested by, on the Democratic side, the guy who successfully prosecuted the 1963 bombing of the 16th Street Baptist Church in Birmingham that killed four young black girls, and on the Republican side, a guy who s accused of pursuing, dating, and touching teenage girls as young as 14 when he was an Assistant District Attorney in his 30 s.Dana Nessel wants to help you avoid all of that unseemly contact with potentially predatory men by simply not being one: [W]hen you re choosing Michigan s next attorney general, ask yourself this: Who can you trust most not to show you their penis in a professional setting? Is it the candidate who doesn t have a penis? I d say so. Watch the amazing ad here:Featured image via Bill Pugliano/Getty Images",News,"November 30, 2017",0
49, Joe Scarborough: It’s Not Our Imagination – Trump Really Is Losing His Mind (VIDEO),"People have long speculated about Donald Trump s mental state. While it was once seen as unseemly to suggest that a public figure may be crazy, Trump s alarming behavior warrants an exception   especially since he has the nuclear codes. Well, it s not our imagination   and that s not just because we can see with every wild statement and unhinged Twitter rant that something is wrong with Trump. It s because, according to former Republican Congressman and current host of MSNBC s Morning Joe reported on Thursday that several of Trump s allies confided to him that Trump has dementia.Then, Scarborough went all in, and called for the use of the 25th Amendment to remove Trump, and in doing so, decided to list many of Trump s infamous incidences of con artistry in the process: If this is not what the 25th Amendment was drafted for, I would like the Cabinet members serving America   not the president   you serve America, and you know it. You know you don t serve Donald J. Trump. Scam developer, scam Trump University proprietor, reality TV show host. You don t represent him. You represent 320 million people whose lives are literally in your hands, and we are facing a showdown with a nuclear power. You have somebody inside the White House that the New York Daily News says is mentally unfit. That people close to him say is mentally unfit, that people close to him during the campaign told me had early stages of dementia. This is astounding. Joe Scarborough is no liberal. I disagree with a lot of what he says, but he s definitely putting his country before his party, and doing the right thing. It s time for Republicans to stop being cowards and remove Trump.Featured image via Win McNamee/Getty Images",News,"November 30, 2017",0
50, Sources Confirm Robert Mueller’s Office Interviewed Jared Kushner Several Weeks Ago,"Jared Kushner, senior White House adviser and son-in-law of President Donald Trump, was interviewed by special counsel Robert Mueller s office at the beginning of November, according to a source familiar with the process. As part of an interview that lasted approximately 90 minutes, Kushner was quizzed mainly on his interactions, meetings, and any general contact he had with former national security adviser Michael Flynn, as well as his son, in regards to Flynn s private business dealings with his firm, Flynn Intel Group. Mr. Kushner has voluntarily cooperated with all relevant inquiries and will continue to do so,  Kushner s attorney, Abbe Lowell, said in a statement given to NBC News.The news of Kushner s interview first came to light when grand jury testimony related to Flynn s private business dealings was postponed by prosecutors working for Mueller, the reason for which is still unclear. This postponement came just a week after Flynn s attorneys alerted President Trump s legal team that information related to the case could no longer be shared between the two parties, nor are they allowed to publicly comment on the matter. It is not uncommon for defense teams to share information, but the practice is considered unethical once a conflict of interest arises, not that Donald Trump has ever been particularly concerned with matters as trivial as  ethics. The fact that Flynn s attorneys are no longer sharing information with Trump s legal team is in no way proof that Flynn is cooperating with the special counsel, but it is a decent sign that he is working with them, but Trump s team has been expecting this for quite some time. It is probably a plea deal,  Jay Sekulow, a member of President Trump s legal team, told CBS News earlier in the month.  That is the assumption. And if it is a plea that doesn t necessarily mean it has anything to do with the president. The Manafort indictment didn t have anything to do with the campaign or Trump. Michael Flynn served as the head of the Defense Intelligence Agency until he was fired from the position in 2014 by former President Barack Obama, however, he still retained a security clearance, even during Trump s presidential campaign and transition into the White House until Flynn s role was terminated 23 days into Trump s presidency. Any possible cooperation Flynn has with the prosecution could give Mueller s counsel insight into the Trump campaign s operations and potential dealings with Russia, as well as the first few weeks of his presidency.The FBI is already looking into both Flynn s Trump lobbying and Flynn Intel Group s research work for an unfinished film for which the firm was paid $530,000 by a Turkish businessman. Employees of Sphere Consulting, who did public relations work on the film, have been turning over documents requested by Mueller s investigators and sitting for voluntary interviews for several months.Featured image via Olivier Douliery   Pool/Getty Images",News,"November 30, 2017",0
51, Trump Sends Crazy-Time Tweet To The Wrong Account After Losing His Sh*t Over World Leader’s Remarks,"Donald Trump retweeted fake news videos in the early hours of the morning and for that, he was widely condemned. The White House responded to say that it doesn t matter if the former reality show star posted fake videos about Muslims because  the threat is real!  Scary, huh? A backlash ensued after Trump retweeted three times from a woman who was convicted of a hate crime in the U.K.The current occupant of the White House is upset because British Prime Minister Theresa May responded to Trump s widely condemned retweets this morning, saying,  It is wrong for the president to have done this.  In a statement, Downing street further said,  Britain First seeks to divide communities by their use of hateful narratives that peddle lies and stoke tensions. They cause anxiety to law-abiding people. Members of British Parliament also condemned Trump s retweets.So naturally, Trump lashed out on Twitter at our ally s leader. The problem is that he tweeted to the wrong Theresa May, a person who only has 6 followers, causing that Twitter user to receive nearly 9,000 notifications.We took a screen capture because we knew (and he did) the Dotard would delete it. Here s Trump s full tweet to the totally wrong person. Finally, Trump tweeted the correct Theresa May, writing the same message:  Don t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine! .@Theresa_May, don t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine!  Donald J. Trump (@realDonaldTrump) November 30, 2017Wrong! We are not doing  fine  when the so-called leader of the free world tweets to the wrong world leader, even though he is addicted to Twitter and still cannot tweet correctly. And now that he has corrected his tweet, he sounds just as idiotic as he did this morning when he started tweeting out fake videos in order to promote his ban on Muslim countries.What a fuckin  moron.Photo by David Becker/Getty Images",News,"November 29, 2017",0
52, Americans Once Elected A President After He Was Accused Of Raping A 13-Year-Old Girl,"After an awful campaign filled with hateful rhetoric, American voters elected a man to lead the most powerful country on earth even after he was accused of raping a 13-year-old. The year was 2016 and the accused was an alleged billionaire, former reality show star and an admitted sexual predator. Still, even after the revelations, conservatives saw nothing wrong with Donald Trump s behavior. The plaintiff described the horrifying incident in which Trump and his friend Jeffrey Epstein allegedly raped a child. A lawsuit was filed which claims that threats were made in order for the victim to keep her mouth shut about what had just happened.Both Defendants let Plaintiff know that each was a very wealthy, powerful man and indicated that they had the power, ability, and means to carry out their threats. Indeed, Defendant Trump stated that Plaintiff shouldn t ever say anything if she didn t want to disappear like Maria, a 12-year-old female that was forced to be involved in the third incident with Defendant Trump and that Plaintiff had not seen since that third incident, and that he was capable of having her whole family killed.There was a witness who backed up  Jane Doe s  claims. According to the lawsuit, Trump and Epstein  sexually and physically  abused the then 13-year-old plaintiff and forced her  to engage in various perverted and depraved sex acts    including being  forced to manually stimulate Defendant Trump with the use of her hand upon Defendant Trump s erect penis until he reached sexual orgasm,  and being  forced to engage in an unnatural lesbian sex act with her fellow minor and sex slave, Maria Doe, age 12, for the sexual enjoyment of Defendant Trump    after luring her to a  series of underage sex parties  by promising her  money and a modeling career,  according to Snopes.Trump has admitted knowing Epstein for 15 years. Epstein was named in multiple similar lawsuits, served 13 months in jail, and is registered as a sex offender for life.The lawsuit which was filed in California on April 26, 2016, was dismissed over technical filing errors and it was refiled in June of the same year, then dropped again in November after the plaintiff received death threats.Last year, Trump was also accused by 16 women of sexually harassing or assaulting them. Conservatives went on to elect him knowing full well that he is a sexual predator because he said so in the Access Hollywood tape.History will not be kind as it remembers November of 2016.Photo by Alex Wong/Getty Images.",News,"November 29, 2017",0
53," Trump’s Biggest KKK Fan Is Back, And He Just LOVED Those Anti-Muslim Tweets This Morning","Just in case you needed any more proof that Donald Trump s racist tweets were a thinly-coded message to his alt-right, anti-Muslim, and white supremacist followers, a former Grand Wizard of the KKK has jumped on board today in praise of President Hates-a-Lot.It wasn t enough that the KKK endorsed Trump during his campaign to stop his multitudes of followers from voting for him, so it s hard to say whether Duke s full-throated endorsement of today s disgusting display of racism will be any different. But for the average American, seeing the former Klan leader get behind Trump so vigorously should make them more than a little sick.To even go to Duke s page on Twitter is to subject yourself to a blinding cover photo, all white, with a blue-eyed  Aryan  baby in the upper corner, and the words  It s Okay To Be White  across the middle. The phrase is part of a hate campaign that  Doctor  Duke has been pushing across America, a play on the notion that there is some kind of war on white people happening.But the tweet itself is disturbing:Trump retweets video of crippled white kid in Europe being beaten by migrants, and white people being thrown off a roof and then beaten to death, He's condemned for showing us what the fake news media WON'T. Thank God for Trump! That's why we love him!  David Duke (@DrDavidDuke) November 29, 2017By invoking God in his message, Duke is trying the age-old tactic of pretending that white supremacy has its roots in Christianity, an angle that KKK members have tried to use for generations.Sadly, it works on some followers of both Duke s and of Donald Trump s. It seems there s quite a bit of crossover between the two racist groups. That s no surprise: The KKK were absolutely instrumental in getting Trump elected.The bottom line is, both men know exactly what they re doing when they send messages like that to their followers. Trump s racist retweets were already disgraceful enough. But continuing to leave them on his Twitter feed even after seeing praise from a Loyal White Knight like David Duke is just rubbing salt in the wound.Featured image via William Thomas Cain/Getty Images",News,"November 29, 2017",0
54, Trump Spent The Night Retweeting A White Supremacist Convicted Criminal,"While most of us were sleeping, Donald Trump spent his night retweeting a white supremacist who was convicted in the UK for harassing a Muslim woman in front of her two young children. Jayda Fransen was arrested in October during a neo-Nazi rally for violating terms of her bail. Fransen, Deputy Director of Britain First is thrilled to have been retweeted three times by the so-called president of the United States. Trump even retweeted a video of a boy on crutches being murdered, just in case you haven t had enough gore in your life.The former reality show star s retweets even stunned Paul Joseph Watson, Infowars editor-at-large who suggested the move was  not great optics. Yeah, someone might want to tell whoever is running Trump's Twitter account this morning that retweeting Britain First is not great optics.   Paul Joseph Watson (@PrisonPlanet) November 29, 2017Even Infowars thinks Trump went too far. Let that sink in for a moment.Here s a screen capture of the snuff film Trump retweeted.Fransen was super excited that Trump shared her anti-Muslim videos to his 44 million followers and went all caps in her tweet. THE PRESIDENT OF THE UNITED STATES, DONALD TRUMP, HAS RETWEETED THREE OF DEPUTY LEADER JAYDA FRANSEN S TWITTER VIDEOS!  Fransen tweeted.  DONALD TRUMP HIMSELF HAS RETWEETED THESE VIDEOS AND HAS AROUND 44 MILLION FOLLOWERS! GOD BLESS YOU TRUMP! GOD BLESS AMERICA! THE PRESIDENT OF THE UNITED STATES, DONALD TRUMP, HAS RETWEETED THREE OF DEPUTY LEADER JAYDA FRANSEN'S TWITTER VIDEOS! DONALD TRUMP HIMSELF HAS RETWEETED THESE VIDEOS AND HAS AROUND 44 MILLION FOLLOWERS! GOD BLESS YOU TRUMP! GOD BLESS AMERICA! OCS @JaydaBF @realDonaldTrump pic.twitter.com/BiQfQkTra9  Jayda Fransen (@JaydaBF) November 29, 2017Trump cult member Piers Morgan was shocked by the retweets, too.  Good morning, Mr President @realDonaldTrump   what the hell are you doing retweeting a bunch of unverified videos by Britain First, a bunch of disgustingly racist far-right extremists?  he tweeted.  Please STOP this madness & undo your retweets. Good morning, Mr President @realDonaldTrump   what the hell are you doing retweeting a bunch of unverified videos by Britain First, a bunch of disgustingly racist far-right extremists? Please STOP this madness & undo your retweets.  Piers Morgan (@piersmorgan) November 29, 2017The video of the man being pushed off of a rooftop was filmed in Egypt during the 2013 overthrow of president Mohamed Morsi and the man complicit of the crime was hanged after being found guilty, according to BuzzFeed News.When British Labour Party politician Jo Cox was murdered by a far-right terrorist, he shouted,  This is for Britain ,  keep Britain independent , and  Britain first  as he attacked her.Cox s husband responded to Trump s retweets, writing,  Trump has legitimised the far right in his own country, now he s trying to do it in ours. Spreading hatred has consequences & the President should be ashamed of himself. Trump has legitimised the far right in his own country, now he s trying to do it in ours. Spreading hatred has consequences & the President should be ashamed of himself.  Brendan Cox (@MrBrendanCox) November 29, 2017Trump just promoted a woman who was convicted of a hateful act in Britain, much to the distress of a widowed man whose wife s murder shocked the world. Either Trump doesn t know how to Google or he s a hateful bigot   or both. You choose.Photo by Zach Gibson   Pool/Getty Images.",News,"November 29, 2017",0
55, Sean Hannity Is Throwing A Stage-4 Temper Tantrum Over The Photo He Posed For (IMAGE),"We re not sure why Fox News host Sean Hannity posed for this picture (see below) since he s obviously not happy with it but now, Donald Trump s cult member is upset with the New York Times for selecting the photo for the cover of its magazine. Along with the photo, the cover reads,  How Far Will Sean Hannity Go? So @nytimes takes 100 s and 100 s of pics. Obviously they picked the best one?  the Fox News host tweeted to his more than 3.1 million followers.So @nytimes takes 100 s and 100 s of pics. Obviously they picked the best one? https://t.co/6c0yV1lupe  Sean Hannity (@seanhannity) November 28, 2017Here s the photo that s freaking Hannity out.Internet users thought Hannity s reaction to the photo was pretty funny.Snowflake much Sean?  Paul Dickinson (@prdickinson) November 28, 2017We re wondering the same thing.Why would this dummy pose for a photo like that if he didn't want them to use it?     CaptainPajamas (@captainpajamas) November 28, 2017Makes you look young. And deranged. So half-accurate.  Doug Brooks (@Hoosier84) November 28, 2017Hahahajahahaaa  Cathy R   (@CathyMaiRu) November 28, 2017I liked this one.. pic.twitter.com/wL9en474YQ  Hanna (@hanna_shane) November 28, 2017Could be worse. They could have taken a pic when you first got out of bed.  pic.twitter.com/6hKUGGIYRm  greg fuller (@GregFuller4Real) November 28, 2017I think they did.  Loud Asshat  Drain The Trumps (@DrainTheTrumps) November 28, 2017When Donald Trump was the president-elect, he wanted the media to stop publishing unflattering photos of him so naturally, Internet users circulated them quickly. Trump hates photos displaying his many chins. Trump was speaking off-the-record at the time to whine about the unflattering shots. He also complained about photos of himself that NBC used that he found unflattering.At one point, Trump turned to NBC News President Deborah Turness and told her the network won t run a nice picture of him, instead choosing  this picture of me,  as he made a face with a double chin.I hear Donald Trump really hates this photo. So make sure not to retweet it. Ever. pic.twitter.com/6dUnchk8tC  Charles Johnson (@Green_Footballs) November 25, 2016#TrumpleChin is bad. Very weak. I have a tremendous chin. Other chins shouldn't be allowed on Twitter. Sad. pic.twitter.com/mb18VywW3L  Persistent Woman (@PixMichelle) November 25, 2016Apparently Donald Trump is very upset @NBC used an unflattering photo of him.Anyway, here's him and a pelican.Please don't RT. pic.twitter.com/6IAaSYKpzc  Steve Marmel (@Marmel) November 27, 2016We can understand Hannity s obsession with Donald Trump now. They re basically the same person with the same ego. The piece published by the Times was actually a softball interview but Hannity is upset over the photograph.Hannity described himself to the Times as  an advocacy journalist, or an opinion journalist   I want to give my audiences the best shows possible  and we describe him as a Donald Trump sycophant who has a raging hard-on for Hillary Clinton. While Hannity frequently calls liberals  snowflakes,  he continues to be the snowflakiest Fox News host on TV and on Twitter.Image via screen capture.",News,"November 28, 2017",0
56, Democrats Give Trump A Big F**ck You After He Attacks Them In Insane Twitter Rant,"Donald Trump s Twitter feed is always a goldmine of crazy. Unfortunately, since the orange overlord is now squatting in the Oval Office, those nutty tweets tend to have the ability to derail important policy initiatives, and can therefore have disastrous effects for the nation and sometimes the world. Case in point   the fact that he insisted upon attacking Democratic leaders that he had a meeting with regarding the debt ceiling, the Children s Health Insurance Program, the Deferred Action for Childhood Arrivals (DACA), and other important domestic policy initiatives. Apparently, Trump saw fit to take to Twitter to accuse his old pals  Chuck and Nancy  of not being strong enough on crime and immigration, and therefore doesn t see a way to make deals with them:Meeting with  Chuck and Nancy  today about keeping government open and working. Problem is they want illegal immigrants flooding into our Country unchecked, are weak on Crime and want to substantially RAISE Taxes. I don t see a deal!  Donald J. Trump (@realDonaldTrump) November 28, 2017Given this out-of-the-blue attack, Democratic Minority Leaders Nancy Pelosi (D-CA) and Chuck Schumer (D-NY) released a joint statement promptly pulling out of the meeting, which reads: Given that the President doesn t see a deal between Democrats and the White House, we believe the best path forward is to continue negotiating with our Republican counterparts in Congress instead. Leader Pelosi then took to Twitter herself to take Trump on:Given that the President doesn t see a deal between Democrats and the White House, we believe the best path forward is to continue negotiating with our Republican counterparts in Congress instead.  Nancy Pelosi (@NancyPelosi) November 28, 2017Rather than going to the White House for a show meeting that won t result in an agreement, we ve asked @SenateMajLdr & @SpeakerRyan to meet this afternoon. Read my full statement w/ @SenSchumer here: https://t.co/v17WhoEJFU  Nancy Pelosi (@NancyPelosi) November 28, 2017It s likely best that the Democrats don t go meet with Trump anyway. He is clearly becoming more and more unhinged by the day. There was absolutely no reason for him to attack these leaders who had set up a time to meet with him in good faith. Then again, we re led by a crazy man, and there s not much sense in anything at all anymore.Look for that government shutdown, folks. It s coming.Watch a video on the situation, below:Featured image via Zach Gibson   Pool/Getty Images.",News,"November 28, 2017",0
57, Trump Wakes Up To Scream At Black People After Hurling A Racial Slur Yesterday,"Donald Trump thinks if he rage-tweets about NFL players who choose to kneel instead of stand during the national anthem as a form of silent protest against racial injustice and police brutality, it will all go away but by doing that, he inadvertently highlights that there is a problem. The former reality show star dropped a racial slur yesterday in front of Native American heroes, then today, he jumped on Twitter to yell at black people. We see a pattern here. At least 24 players kneeling this weekend at NFL stadiums that are now having a very hard time filling up,  Trump screamed at the world.  The American public is fed up with the disrespect the NFL is paying to our Country, our Flag and our National Anthem. Weak and out of control! At least 24 players kneeling this weekend at NFL stadiums that are now having a very hard time filling up. The American public is fed up with the disrespect the NFL is paying to our Country, our Flag and our National Anthem. Weak and out of control!  Donald J. Trump (@realDonaldTrump) November 28, 2017This didn t go down well on the Internet.Hey Mr. Clumsy, Now that you have added the Native Americans to the long list of Americans you insulted, can you make life easier on us and just tell us when and where you ll be using the  N  word? The suspense is killing us. #disgrace      (@ronenbergen) November 28, 2017Collin Kapernick was named Time person of the year. Way to go Collin #Time #TakeAKnee  Winning MN (@WinningMN) November 28, 2017Let it go. Your just mad because they aren t doing what YOU want them to do.  Rick Laferriere (@RickLaf2) November 28, 2017The American public is fed up with the disrespect the President is paying to blacks, browns, mexicans, gays and all women since he entered office.  Hafiz Shariff (@HafizDoc) November 28, 2017Mr. Trump, you are fake news. https://t.co/7LA9ExaK3b  Leanne (@MsTeacher80) November 28, 2017""Weak and out of control!"" Pot calling the kettle black. pic.twitter.com/6ovSNvbStm  Dan (QWERTYGEO) (@The_QWERTYGEO) November 28, 2017Disrespect is being an a-hole while trying to honor code talkers while standing in front of Andrew Jackson.  kimberly (@kdd75) November 28, 2017According to numbers compiled by the Associated Press from its reporters at stadiums around the country on Sunday, it was 23 not 24 players who participated in the protests.As for Trump s claim about a lack of attendance, attendance through Week 12 was listed at nearly 12 million fans for the league s 32 teams by Pro Football Reference, with Week 12 drawing just over 1 million, according to The Washington Post.The average attendance at NFL games was actually up slightly, from 68,914 per game in 2016 to 69,264 per game, so President Liar Pants lied again. If he wants to talk about attendance, we can discuss his unenthusiastic inauguration crowd size. As for his ratings, he ranks as the least popular president in the history of polling.Donald Trump is actively trying to divide our country even more than it already is. Trump s obsession with NFL athletes protesting against racial injustice is obvious, and yet, he didn t seem to be concerned about the tiki-torch carrying Nazis who marched in his name in Charlottesville this year.Trump s outrageous attacks during the past two days mean that some big news is about to drop. Wait for it.Photo by Chip Somodevilla/Getty Images.",News,"November 28, 2017",0
58, Trump Supporters Object To Prince Harry’s Recent Engagement For Terrible Reasons (TWEETS),"Great Britain s Buckingham Palace announced yesterday that Prince Harry, the youngest son of Diana, Princess of Wales, had gotten engaged. A royal engagement is always big news in the United Kingdom, but this one also hit home in the United States too, because Harry s now-fiance is American actress Meghan Markle, best known for her roles as Rachel Zane in the legal drama series Suits, as well as special agent Amy Jessup in the sci-fi thriller Fringe.The British royal family no longer holds anywhere near as much clout as it once did, now essentially relegated to mere tabloid fodder, but while many were expressing their happiness online for one of the Windsor s most beloved members, quite a few Trump supporters expressed their dissatisfaction at the prince s choice. You see, Markle is biracial, her father being Caucasian and her mother African-American, and in the minds of many deplorables, this is a bad thing.It s completely irrelevant that Prince Philip, the Duke of Edinburgh and husband of the reigning Queen Elizabeth II, is half-Greek, because that is pretty much white. However, when news broke of Prince Harry s engagement to Markle, white supremacists from across the United States and around the globe took to Twitter, because in their twisted minds, disturbing the racial purity of the British royal family is not a good thing, despite the fact the fact it has been going on for centuries. Here is but a mere sample:It's all smiles on TV but in private the #QUEEN is figuring out how to stop #PrinceHarry from destroying the #royalbloodline with mixed race #royalwedding #godsavethequeen $fb $twtr $goog #MAGA  $PENNY KING (@groman100) November 27, 2017Totally unsuitable as a Royal bride. Prince Harry is marrying a left wing dindu. By Royal Princess standards she s practically a prostitute. https://t.co/uKRkemAVnO  Romper Stomper (@Votadini1) November 27, 2017#PrinceHarry is the biggest CUCK in britain he is gonna marry an avarage-looking chick that rode the kok-carousel throughout her 20s WHAT A LOSER Prince Harry Royal Wedding Royal Family Kensington Palace  Western Highlander (@TheGreatWork3) November 27, 2017PRINCE HARRY IS MARRYING A HALF BREED, DOWN WITH THE CROWN.  troy williams (@troywilliams67) November 27, 2017The bastard cuck is marrying an older half African woman #MeganMarkle #PrinceHarry #14Words We must secure https://t.co/nziXAm0SgC pic.twitter.com/pPIRhaiGw8  Doema Fadir (@Doemafadir) November 27, 2017Prince Harry to marry this average ass chick. Man   they're lucky I'm not the prince I'd have 500 concubines from all over the world. I'd bring back the British empire with this big D. From South Africa to the USA baby England owns this shit. Harry is a cuck.  Andrew Tate (@kingcobratate) November 27, 2017Prince Harry the race traitor loves the dindus https://t.co/9rFpCySq93    N E W G U A R D   (@whowantstobeano) November 22, 2016But when it comes to the American racists letting their opinions be known, is it the princess-to-be s color that is the issue, or is it the fact that their idol has been snubbed from any Royal celebration that is causing the real pain? That s right, Prince Harry has made it quite clear that President Donald Trump is not welcome at his wedding, despite the bride being a United States citizen. Barack and Michelle Obama, on the other hand, will more than likely be welcomed with open arms.Both Harry and especially his mother, Princess Diana, are well-known for their humanitarian work and according to a close source, the prince is  not a fan  of Trump.  Harry thinks the president is a serious threat to human rights,  the source continued, but there might be a lot more to it than just that.When Princess Diana split from her husband, Prince Charles, in 1992, a palace aide claims that Trump was  relentless  in his pursuit of Diana, a claim backed up by British TV journalist and friend of the princess, Selina Scott. Scott said that Trump bombarded Diana at Kensington Palace with massive bouquets of flowers,  adding that he gave Diana  the creeps,  a fact Trump representatives obviously deny. Then there were these tweets from Donald Trump when Princess Kate Middleton, wife of Harry s brother, Prince William, was illegally photographed by paparazzi sunbathing topless in her backyard in 2012:Kate Middleton is great but she shouldn't be sunbathing in the nude only herself to blame.  Donald J. Trump (@realDonaldTrump) September 17, 2012Who wouldn't take Kate's picture and make lots of money if she does the nude sunbathing thing. Come on Kate!  Donald J. Trump (@realDonaldTrump) September 17, 2012Meghan Markle has also been a critic of the President, calling him misogynistic  and once even threatened to leave the US if he became president, so she would most likely be fine with Trump s non-attendance at her wedding, but his supporters won t take too kindly to him being shunned.Featured image via Chris Jackson/Getty Images for the Invictus Games Foundation",News,"November 28, 2017",0
59," While Honoring Native American Code Talkers, Trump Called Elizabeth Warren ‘Pocahontas’ (VIDEO)","Former reality show star Donald Trump just can t stop using a slur to describe Sen. Elizabeth Warren (D-Mass.) but this time he took things to the edge then crossed the line. On Monday, Trump referred to Warren as  Pocahontas  at an event honoring Native American  code talkers  who fought in World War II. Trump was literally surrounded by Native Americans when he hurled the slur. The chief. He s the general and the chief,  Trump said during the White House event, in reference to White House chief of staff John Kelly.  I said, how good were these code talkers? He said, sir, you have no idea. You have no idea how great they were, what they have done for this country and the strength and the bravery and the love for the country. So that was the ultimate statement from General Kelly, the importance,  Trump continued.  And I just want to thank you because you re very, very special people. You were here long before any of us were here, although we have a representative in Congress who they say was here a long time ago, they call her Pocahontas. But you know what I like you because you are special. Watch:MOMENTS AGO: Pres. Trump at White House event honoring Navajo code talkers, makes joke about ""Pocahontas"" Sen. Elizabeth Warren. pic.twitter.com/PgdhbxBrfT  World News Tonight (@ABCWorldNews) November 27, 2017We re not sure how he worked Sen. Warren s name into the conversation but he did. We re also not sure why he threw in the  Pocahontas  slur, but the did that, too. Trump wasn t talking to his supporters at one of his rallies where he can get away with that sh-t. He said it to Native Americans while embarrassing our country again. When Trump said  they  call Sen. Warren Pocahontas, he means he calls her Pocahontas.Trump picked up this attack on Warren from an earlier one after she claimed that, according to  family stories,  she had Native American heritage. He started using that slur when Warren campaigned for Hillary Clinton and he hasn t stopped since.Image via screen capture. ",News,"November 27, 2017",0
60, Pro-Trump Group Is Now Using Pictures Of An Obama Rally To Make Trump Look Popular,"In their pathetic attempt to pass the deeply unpopular and unfair tax bill that Republicans in Congress have been working on, the GOP has pulled out all the stops   and so have outside spending groups.Every campaign season, America is inundated with ad after ad claiming that one candidate or the other will be either the nation s savior or its downfall. But when ads start popping up for legislation, you know the party that s pushing it is desperate for support.America First Policies, a pro-Trump organization that calls itself a non-profit just because they legally can, has come up with a new ad intended to convince Americans to call their members of Congress and demand that they vote yes on the upcoming tax nightmare. We know it s a nightmare because the non-partisan Congressional Budget Office just scored the bill on Sunday night, and said that the legislation, which has had ZERO hearings, raises taxes on the poor, cuts taxes on the rich, and cripples Obamacare by repealing the individual mandate that makes the system function.The ad is a clever bit of doublespeak itself, as is everything that Republicans say when it comes to taxes. They have promoted the utterly debunked theory of  trickle-down  economics for more than three decades, and for all of their posturing, not a single dime of tax cuts for corporations and the super-wealthy has ever  trickled down  in the form of economic stimulus or higher pay for workers   as they perennially promise that it will.But it s an image that AFP uses in the ad that s catching people s attention.Watch the ad and see if you catch something that looks familiar:Check out our NEW TV ADThis is our once in a generation opportunity to CUT TAXES for the Middle Class. DEMAND IT   let the politicians know you re watching https://t.co/ifVCJLvo5Y pic.twitter.com/cQ95bsWYxv  AmericaFirstPolicies (@AmericaFirstPol) November 27, 2017That scene in front of the Capitol? You know, where the ad tries to make it seem like Americans are turning out in droves to demand this action?It s from Barack Obama s inauguration.That s right   it s January all over again.Inauguration crowds redux: Stock image in this pro-Trump group's ad appear to be from Obama's inauguration. https://t.co/116VHXGgHO https://t.co/HL6DKxxfqN pic.twitter.com/0zPk3AmfxA  Alex Seitz-Wald (@aseitzwald) November 27, 2017These guys couldn t be more pathetic.Featured image via Joe Raedle/Getty Images",News,"November 27, 2017",0
